Place,race_number,team,car_no,lap_end_state,lap_progress,lap_time,Delta
1,3,RB,99,lap_complete,100.0,9.886919021606445,
2,3,SpeedRacer,77,lap_complete,100.0,10.434553384780884,0.5476343631744385
3,3,GhostRiderz,66,lap_complete,100.0,11.859964847564697,1.4254114627838135
4,3,Flying Iceman,44,lap_complete,100.0,12.075612545013428,0.21564769744873047
5,3,BlueStreak,05,lap_complete,100.0,12.294378995895386,0.218766450881958
6,3,T Minus 10,10,lap_complete,100.0,13.170993089675903,0.8766140937805176
7,3,Baby Step,28,lap_complete,100.0,14.694045305252075,1.5230522155761719
8,3,PIMParticle,11,lap_complete,100.0,15.271098613739014,0.5770533084869385
9,3,Storm,35,lap_complete,100.0,17.27602982521057,2.0049312114715576
