2.5503,0.683
2.5508,0.683
2.5527,0.6828
2.5671,0.6813
2.598,0.6778
2.6418,0.6725
2.7055,0.6636
2.7699,0.6546
2.8466,0.6438
2.9199,0.6329
2.9881,0.6227
3.0545,0.6146
3.126,0.6053
3.1951,0.5948
3.2571,0.5852
3.3384,0.5751
3.4086,0.5704
3.4755,0.5673
3.547,0.5646
3.6194,0.5621
3.6882,0.5594
3.7622,0.556
3.8292,0.5518
3.8997,0.5457
3.9773,0.537
4.0435,0.529
4.1178,0.5178
4.1754,0.5075
4.239,0.4961
4.3203,0.4808
4.3923,0.4681
4.4572,0.4592
4.5164,0.4537
4.6004,0.451
4.6768,0.4513
4.7455,0.4543
4.8136,0.4625
4.8907,0.4736
4.9607,0.4861
5.0289,0.5014
5.089,0.5169
5.173,0.5395
5.2516,0.5654
5.3209,0.5923
5.3898,0.6182
5.4542,0.6431
5.5241,0.6713
5.5846,0.6932
5.6505,0.7139
5.7213,0.7321
5.7846,0.7446
5.8653,0.7545
5.9278,0.7596
6.0053,0.7643
6.0994,0.765
6.1872,0.7648
6.2833,0.7618
6.3927,0.7564
6.5163,0.7551
6.6645,0.7602
6.7614,0.7689
6.8446,0.7835
6.9387,0.8088
7.0069,0.8342
7.0784,0.8689
7.1514,0.9166
7.2065,0.9629
7.2673,1.027
7.3189,1.0994
7.3613,1.175
7.3959,1.2636
7.4129,1.3358
7.4222,1.4072
7.4241,1.4806
7.4178,1.5545
7.4025,1.6277
7.3739,1.7101
7.3322,1.7962
7.2662,1.8956
7.2067,1.9631
7.1417,2.0257
7.0881,2.0744
7.0434,2.1133
6.9824,2.1677
6.9347,2.2112
6.875,2.2658
6.8239,2.3119
6.7657,2.3652
6.7142,2.414
6.6573,2.4687
6.587,2.5289
6.4997,2.5917
6.4188,2.645
6.3201,2.7044
6.2514,2.7389
6.1789,2.7687
6.113,2.7922
6.0446,2.8127
5.9745,2.8287
5.9068,2.8377
5.8354,2.8413
5.7581,2.8411
5.6914,2.8405
5.6214,2.8418
5.533,2.8433
5.4559,2.8429
5.3784,2.8424
5.3104,2.8405
5.2341,2.8374
5.1377,2.835
5.0569,2.8375
4.9601,2.844
4.8503,2.8579
4.7635,2.876
4.673,2.9029
4.5925,2.9351
4.5119,2.9756
4.4216,3.0328
4.3319,3.1036
4.2313,3.2024
4.1465,3.306
4.0855,3.3998
4.0286,3.5088
3.9813,3.6125
3.948,3.6921
3.9172,3.7667
3.8887,3.8326
3.8586,3.896
3.8252,3.9574
3.7886,4.017
3.7496,4.072
3.7093,4.1215
3.6656,4.168
3.6085,4.2184
3.5485,4.2632
3.4804,4.3075
3.3943,4.3533
3.2982,4.3928
3.2307,4.4182
3.1472,4.4462
3.0724,4.47
3.0094,4.489
2.9405,4.5085
2.8712,4.5276
2.8017,4.547
2.7327,4.5675
2.6724,4.5867
2.6026,4.6087
2.5325,4.6298
2.4675,4.6489
2.4009,4.6658
2.3246,4.6806
2.2644,4.6887
2.1833,4.6944
2.1146,4.6942
2.0475,4.6885
1.9757,4.6789
1.902,4.6647
1.8291,4.6482
1.7599,4.6305
1.684,4.6047
1.6178,4.5762
1.5485,4.5402
1.4779,4.4996
1.4049,4.4532
1.3281,4.3996
1.2582,4.3454
1.1959,4.2874
1.1469,4.2322
1.0982,4.1726
1.0524,4.112
1.0035,4.039
0.9507,3.9505
0.8961,3.8457
0.8455,3.7287
0.8128,3.6176
0.794,3.5155
0.7849,3.4061
0.7827,3.3143
0.7859,3.2123
0.7962,3.1202
0.8113,3.027
0.8237,2.9616
0.8409,2.8927
0.8633,2.8214
0.8868,2.7522
0.9127,2.6753
0.9343,2.6105
0.9559,2.543
0.9733,2.4861
0.9952,2.4098
1.0137,2.3382
1.0267,2.2699
1.0347,2.2185
1.0494,2.1108
1.0578,2.0311
1.0668,1.9488
1.0769,1.8589
1.0811,1.7929
1.0852,1.7214
1.0927,1.6383
1.1062,1.5509
1.1287,1.4513
1.1669,1.333
1.2212,1.2099
1.2789,1.1017
1.3494,0.9907
1.4123,0.9111
1.4955,0.8253
1.5525,0.7776
1.6292,0.7267
1.6826,0.6987
1.7563,0.6668
1.8322,0.6391
1.9152,0.6122
1.983,0.5912
2.0496,0.573
2.1248,0.5574
2.1889,0.5486
2.2548,0.5418
2.34,0.5352
2.4008,0.5319
2.4727,0.5278
2.5477,0.5222
2.6111,0.5181
2.6882,0.5134
2.76,0.5093
2.8128,0.5059
2.9026,0.5012
2.9671,0.4983
