2.5537,0.683
2.5549,0.683
2.5585,0.6829
2.5772,0.6781
2.6154,0.6696
2.6668,0.657
2.7308,0.637
2.7952,0.6179
2.8715,0.5949
2.9474,0.572
3.0188,0.5491
3.1027,0.5265
3.1742,0.511
3.2796,0.498
3.3446,0.4956
3.4339,0.4953
3.5217,0.5023
3.5818,0.5104
3.6542,0.5197
3.7525,0.5345
3.8247,0.545
3.8906,0.5517
3.976,0.5573
4.0408,0.559
4.135,0.5576
4.2081,0.5554
4.2686,0.5534
4.3517,0.5485
4.4237,0.5435
4.5007,0.5374
4.5763,0.5297
4.6564,0.5238
4.7182,0.5185
4.8082,0.5078
4.8836,0.5044
4.9525,0.5034
5.0347,0.5029
5.1023,0.5077
5.1871,0.5162
5.2689,0.5237
5.3418,0.5303
5.4093,0.5347
5.4872,0.5371
5.5669,0.5401
5.6357,0.5399
5.712,0.5376
5.7976,0.5369
5.8642,0.5362
5.9476,0.5376
6.0247,0.5457
6.0866,0.5548
6.1788,0.5734
6.2477,0.5942
6.3152,0.6198
6.3934,0.6533
6.4613,0.6884
6.532,0.7255
6.596,0.7596
6.6598,0.8029
6.7228,0.8525
6.7872,0.9078
6.8346,0.9566
6.8899,1.0184
6.9407,1.0799
6.9853,1.142
7.0232,1.1982
7.0714,1.2674
7.1167,1.3434
7.1475,1.4066
7.1784,1.4817
7.1999,1.5548
7.215,1.6287
7.2226,1.703
7.2225,1.7818
7.2154,1.8608
7.2036,1.9251
7.1737,2.0196
7.1471,2.0799
7.1073,2.1496
7.0507,2.2291
7.0091,2.2772
6.9616,2.326
6.9065,2.3704
6.845,2.417
6.7792,2.4662
6.7243,2.5005
6.6477,2.5451
6.5915,2.579
6.5298,2.6158
6.4564,2.66
6.3945,2.6995
6.3228,2.7386
6.2584,2.7731
6.1943,2.8095
6.1225,2.8438
6.0551,2.8681
5.9786,2.8914
5.8952,2.9087
5.8262,2.9171
5.742,2.9227
5.6604,2.9214
5.5817,2.9169
5.5088,2.9117
5.4276,2.903
5.3577,2.8968
5.2824,2.8933
5.1979,2.889
5.1389,2.887
5.0458,2.8872
4.9732,2.8907
4.9021,2.8996
4.8317,2.9118
4.752,2.9318
4.668,2.9572
4.589,2.9932
4.4794,3.0632
4.3904,3.1395
4.3252,3.2082
4.266,3.2843
4.2348,3.3349
4.1831,3.4247
4.148,3.4868
4.1124,3.5608
4.0787,3.6356
4.043,3.7106
4.0116,3.7761
3.971,3.8463
3.939,3.8932
3.8794,3.9742
3.8253,4.035
3.7715,4.0852
3.7094,4.1403
3.6555,4.184
3.5895,4.2291
3.516,4.2694
3.4412,4.3024
3.3702,4.3276
3.2935,4.3541
3.218,4.3799
3.1551,4.398
3.065,4.4256
2.9967,4.4486
2.9246,4.4714
2.8415,4.4982
2.7734,4.5164
2.686,4.5306
2.611,4.5423
2.5339,4.5521
2.461,4.559
2.3757,4.5657
2.2994,4.5657
2.218,4.5609
2.1381,4.5557
2.0593,4.5458
1.9873,4.5309
1.9092,4.5134
1.8268,4.4972
1.7555,4.4809
1.6704,4.459
1.5962,4.4388
1.5076,4.4093
1.4346,4.3739
1.3584,4.33
1.2814,4.2766
1.2299,4.234
1.1655,4.1694
1.1128,4.1059
1.0647,4.0326
1.0277,3.9637
0.9984,3.895
0.9701,3.8054
0.9505,3.728
0.931,3.6454
0.9201,3.5762
0.9089,3.4849
0.9001,3.4081
0.8951,3.3221
0.8952,3.2368
0.9012,3.1417
0.907,3.0661
0.9118,2.9986
0.9154,2.8931
0.9135,2.8239
0.9097,2.7443
0.9052,2.6685
0.8972,2.5915
0.8899,2.5178
0.885,2.423
0.8855,2.3556
0.8889,2.2736
0.8961,2.1852
0.9007,2.1196
0.9076,2.0312
0.9203,1.9483
0.9346,1.8805
0.9587,1.794
0.988,1.7211
1.0207,1.6452
1.0628,1.5586
1.1139,1.463
1.1953,1.3345
1.2647,1.2443
1.3365,1.1653
1.4271,1.0787
1.5415,0.9839
1.6432,0.9131
1.7615,0.8442
1.857,0.7906
1.9706,0.7389
2.05,0.7127
2.1332,0.6878
2.2125,0.6689
2.2948,0.6564
2.3909,0.6493
2.4686,0.6486
2.5531,0.6531
2.6401,0.6644
2.7179,0.6776
2.7999,0.69
2.8745,0.7002
2.9581,0.7114
