x,y
2.5501,0.6831
2.5505,0.683
2.5533,0.6827
2.5714,0.6813
2.6017,0.6782
2.6508,0.6727
2.699,0.6664
2.7656,0.6569
2.8358,0.6462
2.9085,0.6324
2.9739,0.62
3.0511,0.6062
3.1288,0.5951
3.1976,0.5895
3.264,0.5849
3.3381,0.5804
3.4062,0.5771
3.4766,0.5742
3.5468,0.5697
3.6118,0.5642
3.6841,0.5587
3.7501,0.5536
3.8232,0.5456
3.8936,0.5353
3.9652,0.5259
4.0302,0.52
4.1024,0.514
4.1702,0.5111
4.2434,0.5093
4.3094,0.5081
4.3754,0.5071
4.4541,0.5067
4.5225,0.5069
4.5886,0.5087
4.6627,0.5121
4.7272,0.5181
4.7953,0.5265
4.8532,0.5334
4.94,0.5411
5.0029,0.5438
5.0849,0.5469
5.1416,0.5506
5.2298,0.5613
5.3056,0.5718
5.3784,0.5846
5.444,0.5997
5.5143,0.6174
5.6117,0.6413
5.7033,0.6661
5.8052,0.6985
5.8907,0.7332
5.9744,0.7718
6.0455,0.8065
6.1375,0.8636
6.2206,0.9233
6.3161,0.9964
6.4041,1.0658
6.472,1.1192
6.5366,1.1718
