x,y
2.55,0.6831
2.5526,0.6831
2.5629,0.6833
2.5891,0.6836
2.6267,0.6842
2.6821,0.6852
2.7545,0.6867
2.8386,0.6886
2.9257,0.6903
3.0507,0.693
3.177,0.6956
3.3202,0.6984
3.4673,0.7011
3.6037,0.699
3.7194,0.6934
3.8867,0.6845
4.0341,0.6765
4.1678,0.6728
4.302,0.6756
4.4246,0.6847
4.549,0.6972
4.6595,0.7063
4.775,0.715
4.8872,0.7191
4.9956,0.7168
5.1002,0.7082
5.1869,0.6974
5.3,0.6801
5.3983,0.6629
5.4976,0.6436
5.6153,0.6198
5.711,0.6019
5.8314,0.5849
5.9295,0.5761
6.031,0.5752
6.1309,0.5818
6.2256,0.5959
6.3186,0.6178
6.4193,0.6507
6.507,0.6877
6.5922,0.7318
6.6658,0.7779
6.752,0.8444
6.8129,0.9013
6.8905,0.9872
6.9585,1.0771
7.0134,1.1618
7.0742,1.2733
7.1168,1.3683
7.154,1.4732
7.1766,1.5655
7.1914,1.6658
7.1958,1.7479
7.1932,1.8313
7.1791,1.9627
7.1637,2.0518
7.1347,2.1656
7.0998,2.2559
7.0585,2.3358
7.015,2.4016
6.9597,2.4665
6.9027,2.5183
6.8399,2.5634
6.7573,2.6104
6.6657,2.6517
6.5629,2.6891
6.4559,2.7182
6.3553,2.7392
6.2494,2.7613
6.1576,2.7782
6.037,2.7991
5.9306,2.8194
5.8103,2.8469
5.7216,2.8694
5.6251,2.8952
5.5142,2.9271
5.4197,2.954
5.3016,2.9854
5.2034,3.0105
5.0938,3.0373
4.99,3.0634
4.8797,3.0926
4.7858,3.1195
4.6733,3.1586
4.5885,3.1968
4.5013,3.2433
4.4152,3.2951
4.3142,3.3616
4.2276,3.4263
4.137,3.5014
4.0376,3.5948
3.9551,3.6832
3.8806,3.7674
3.8035,3.8531
3.7196,3.9466
3.6458,4.0307
3.5703,4.1119
3.4881,4.1975
3.4132,4.2734
3.3346,4.3449
3.2603,4.4045
3.1768,4.4647
3.0786,4.5286
2.9894,4.5805
2.8883,4.6325
2.7863,4.6759
2.6859,4.7094
2.5708,4.7388
2.4688,4.7556
2.3738,4.7622
2.2728,4.7592
2.1869,4.7481
2.07,4.7238
1.9714,4.7007
1.872,4.6786
1.7871,4.6626
1.6797,4.6461
1.5849,4.633
1.4933,4.617
1.408,4.596
1.3227,4.5702
1.2357,4.5361
1.1504,4.4932
1.0595,4.4367
0.9785,4.3767
0.8984,4.3071
0.8239,4.2309
0.7609,4.1548
0.6947,4.056
0.644,3.9588
0.6095,3.8679
0.5757,3.7504
0.5555,3.6418
0.5463,3.5271
0.5486,3.4264
0.5588,3.3325
0.5782,3.2298
0.6028,3.1317
0.635,3.0381
0.6719,2.9498
0.7123,2.8551
0.7421,2.7851
0.7877,2.6776
0.8332,2.571
0.8736,2.4648
0.9057,2.3626
0.931,2.2654
0.955,2.1576
0.9794,2.0454
1.0068,1.9296
1.0328,1.8312
1.0597,1.7478
1.0964,1.6494
1.1289,1.5709
1.1791,1.4614
1.2311,1.3627
1.2939,1.262
1.3498,1.1902
1.4127,1.1231
1.4836,1.0591
1.5645,0.999
1.6421,0.9531
1.7335,0.9114
1.8304,0.8799
1.9329,0.8574
2.0446,0.8382
2.1549,0.823
2.29,0.8082
2.4136,0.7956
2.5258,0.784
2.645,0.7745
2.7732,0.767
2.8933,0.7623
3.0065,0.7623
