x,y
2.5501,0.6831
2.5515,0.6831
2.553,0.6831
2.5683,0.6831
2.6017,0.6831
2.6493,0.6831
2.7084,0.6833
2.7679,0.6833
2.8241,0.6834
2.88,0.6835
2.9408,0.6835
3.0,0.6836
3.0582,0.6837
3.1165,0.6837
3.1765,0.6838
3.2315,0.6839
3.2952,0.6839
3.3513,0.6838
3.4147,0.6837
3.4693,0.6838
3.5318,0.6839
3.5885,0.6839
3.6462,0.6839
3.7069,0.6838
3.7658,0.6838
3.8229,0.6837
3.883,0.6836
3.9421,0.6835
4.0025,0.6833
4.0603,0.6832
4.1179,0.683
4.1857,0.6828
4.234,0.6826
4.2958,0.6807
4.3788,0.6782
4.4676,0.6769
4.579,0.6755
4.6541,0.6714
4.7316,0.6664
4.7891,0.6631
4.854,0.6597
4.9143,0.657
4.9765,0.6535
5.0342,0.6492
5.0942,0.6466
5.1515,0.6458
5.2131,0.6459
5.2701,0.646
5.3337,0.6475
5.3928,0.6502
5.4526,0.6544
5.5102,0.6598
5.5623,0.6649
5.627,0.6727
5.6853,0.6793
5.7492,0.6878
5.8323,0.7006
5.9312,0.7134
6.0342,0.7211
6.1395,0.728
6.2229,0.7361
6.32,0.7525
6.4166,0.779
6.5306,0.8241
6.6424,0.8835
6.7759,0.9751
6.8965,1.079
7.0037,1.1869
7.096,1.2946
7.1728,1.398
7.2306,1.4883
7.2653,1.5655
7.2931,1.6737
7.3026,1.7831
7.2987,1.8896
7.2868,1.9735
7.2613,2.0662
7.2164,2.1651
7.1593,2.2541
7.0894,2.3405
7.0053,2.4263
6.9226,2.4988
6.8313,2.5632
6.7331,2.616
6.6194,2.6621
6.5273,2.6898
6.4355,2.7044
6.3602,2.7074
6.3043,2.7019
6.2467,2.6924
6.1869,2.6826
6.1302,2.6736
6.0737,2.6645
6.0176,2.6548
5.9515,2.646
5.8846,2.6384
5.8268,2.6335
5.756,2.6322
5.695,2.6336
5.6282,2.6384
5.5722,2.6438
5.509,2.6506
5.4411,2.6615
5.3671,2.6777
5.286,2.7025
5.2071,2.7344
5.1401,2.7661
5.0784,2.7977
5.0283,2.8282
4.9829,2.8566
4.9298,2.8905
4.8808,2.9217
4.8296,2.9532
4.7827,2.9822
4.7266,3.0149
4.6787,3.0429
4.6271,3.0751
4.58,3.1071
4.5332,3.1422
4.4829,3.1836
4.4455,3.2177
4.4028,3.2609
4.3609,3.3089
4.3292,3.3502
4.2915,3.4026
4.2582,3.4484
4.2236,3.4945
4.1852,3.5433
4.1468,3.5878
4.1041,3.6314
4.0608,3.6708
4.0122,3.7083
3.9657,3.7413
3.9077,3.7788
3.8509,3.8118
3.8042,3.8365
3.7546,3.8617
3.6927,3.8944
3.6215,3.9339
3.5441,3.9812
3.4528,4.0413
3.3874,4.0839
3.3262,4.1237
3.2587,4.1637
3.191,4.2004
3.1362,4.2278
3.0671,4.2589
3.0022,4.2848
2.9055,4.3174
2.8073,4.3393
2.7362,4.3494
2.6603,4.356
2.5938,4.3603
2.5335,4.3614
2.4759,4.3603
2.4202,4.3602
2.3616,4.3594
2.2975,4.3571
2.2361,4.3536
2.1782,4.3482
2.1229,4.3434
2.0609,4.3386
2.0052,4.3345
1.9485,4.3318
1.8888,4.3295
1.8252,4.3263
1.7693,4.322
1.7086,4.315
1.6526,4.3064
1.5953,4.2948
1.542,4.2809
1.4556,4.2452
1.3794,4.2011
1.2893,4.1309
1.2055,4.0448
1.1326,3.9495
1.0568,3.826
1.0105,3.7323
0.9761,3.6356
0.9547,3.5419
0.9434,3.4614
0.9427,3.3939
0.955,3.3241
0.9755,3.2733
1.0002,3.2187
1.0245,3.1646
1.0478,3.1092
1.0688,3.0544
1.0877,3.0029
1.1061,2.9466
1.1245,2.8842
1.1426,2.8158
1.1523,2.7725
1.1639,2.7115
1.1709,2.6502
1.1727,2.5752
1.1692,2.5143
1.1628,2.4539
1.1532,2.3984
1.1387,2.3304
1.1254,2.2771
1.109,2.2201
1.093,2.1619
1.0701,2.0575
1.0564,1.9751
1.051,1.9355
1.0465,1.8559
1.0508,1.7664
1.0651,1.6859
1.094,1.586
1.1184,1.5246
1.1514,1.4604
1.2007,1.3892
1.2727,1.3112
1.3556,1.2405
1.4341,1.1882
1.5326,1.1411
1.6441,1.1061
1.7517,1.0918
1.8434,1.089
1.9383,1.0968
2.0479,1.1177
