x,y
2.5504,0.6832
2.5509,0.6833
2.5539,0.6837
2.5904,0.6885
2.6067,0.6907
2.6527,0.6963
2.7107,0.702
2.7927,0.7123
2.8816,0.7282
2.9728,0.7455
3.0759,0.7666
3.1766,0.7853
3.2495,0.7989
3.3611,0.8151
3.4457,0.8202
3.5341,0.8202
3.6358,0.8135
3.7271,0.8011
3.804,0.7882
3.904,0.7711
3.9958,0.7534
4.0862,0.735
4.1739,0.7167
4.267,0.6967
4.3666,0.676
4.4705,0.655
4.5588,0.6374
4.6466,0.6198
4.7372,0.6016
4.8169,0.5857
4.9256,0.5672
5.0154,0.5552
5.1068,0.5461
5.1939,0.5408
5.2986,0.5392
5.3795,0.542
5.483,0.5511
5.5583,0.5595
5.6588,0.5722
5.747,0.5848
5.8491,0.6007
5.9322,0.617
6.022,0.6361
6.1136,0.6588
6.1929,0.68
6.2966,0.7083
6.3785,0.7347
6.4619,0.7684
6.5779,0.8323
6.6702,0.8975
6.7677,0.9817
6.858,1.0771
7.0292,1.3401
7.0847,1.4591
7.1275,1.5768
7.1722,1.7484
7.1908,1.8741
7.1945,1.9962
7.1808,2.1847
7.1713,2.2585
7.1316,2.4297
7.107,2.4957
7.0776,2.56
7.0146,2.6661
6.953,2.7523
6.8695,2.8501
6.8139,2.9014
6.7209,2.9725
6.6374,3.0293
6.5663,3.0718
6.4598,3.1214
6.3657,3.1545
