x,y
2.5499,0.6831
2.5503,0.683
2.552,0.683
2.5614,0.6826
2.5846,0.6813
2.6304,0.6802
2.6881,0.6789
2.7569,0.6765
2.849,0.6738
2.9542,0.6708
3.0473,0.668
3.1842,0.6636
3.3212,0.6603
3.4441,0.661
3.565,0.6654
3.6703,0.6708
3.8016,0.6788
3.9496,0.689
4.0883,0.6948
4.3287,0.686
4.3547,0.6835
4.4477,0.6723
4.5786,0.6543
4.7107,0.6364
4.8364,0.617
4.9674,0.5903
5.1106,0.5576
5.1942,0.5392
5.3013,0.5136
5.4033,0.4899
5.5194,0.4652
5.6133,0.4502
5.6956,0.4426
5.805,0.4411
5.896,0.4462
5.9982,0.4595
6.0934,0.4801
6.1832,0.5079
6.2877,0.5529
6.381,0.6052
6.4777,0.6762
6.5607,0.7525
6.6483,0.8525
6.7068,0.9292
6.7754,1.0286
6.8218,1.1122
6.8633,1.2058
6.902,1.3116
6.9328,1.4287
6.9516,1.5497
6.9594,1.6828
6.9607,1.8103
6.954,1.9363
6.9393,2.0371
6.9135,2.145
6.8899,2.214
6.8437,2.316
6.7957,2.3987
6.741,2.4763
6.6818,2.546
6.6271,2.6006
6.5498,2.6654
6.4796,2.7142
6.3765,2.7661
6.2831,2.8004
6.1841,2.8236
6.0837,2.8358
5.8829,2.8297
5.7519,2.8099
5.6704,2.7939
5.5414,2.7677
5.4396,2.7474
5.3462,2.7334
5.2665,2.7256
5.158,2.7222
5.0586,2.7276
4.963,2.7411
4.8692,2.763
4.783,2.7914
4.6996,2.8272
4.6185,2.8712
4.5298,2.9311
4.4595,2.9887
4.3858,3.0617
4.3136,3.1482
4.2621,3.218
4.1923,3.3205
4.1297,3.4131
4.0755,3.4961
4.0145,3.5932
3.964,3.6769
3.9155,3.7596
3.8564,3.8515
3.8091,3.9157
3.7543,3.983
3.6754,4.0675
3.6026,4.1356
3.5221,4.2047
3.4358,4.2756
3.3347,4.3513
3.2306,4.4191
3.121,4.4768
3.0251,4.5196
2.908,4.5614
2.8283,4.5817
2.7427,4.5948
2.6399,4.5995
2.5486,4.5943
2.454,4.5783
2.3608,4.5544
2.2607,4.5249
2.1563,4.491
2.058,4.4585
1.9574,4.4258
1.8396,4.3863
1.6077,4.318
1.5167,4.2958
1.417,4.2702
1.3027,4.2348
1.2016,4.1971
1.1238,4.1613
1.0293,4.1089
0.9546,4.0612
0.881,4.0056
0.813,3.9426
0.7471,3.8682
0.6997,3.8036
0.6574,3.7346
0.6134,3.6462
0.5816,3.5623
0.5591,3.4783
0.5437,3.3901
0.5362,3.2895
0.5416,3.1847
0.5548,3.0979
0.5816,2.9954
0.6266,2.8766
0.6833,2.7574
0.7397,2.6586
0.7934,2.5693
0.8548,2.4621
0.8965,2.3831
0.9513,2.2747
0.9992,2.1686
1.0327,2.0824
1.0626,1.9859
1.0841,1.8921
1.1048,1.7722
1.1171,1.6552
1.1245,1.5423
1.13,1.4352
1.1366,1.3279
1.1501,1.2109
1.1653,1.1344
1.1867,1.0503
1.2166,0.9617
1.2558,0.8729
1.2971,0.7975
1.3441,0.7263
1.4009,0.654
1.4641,0.5872
1.5381,0.523
1.6134,0.4725
1.6975,0.4293
1.8433,0.3763
1.8693,0.3693
1.9674,0.3498
2.0536,0.3408
2.138,0.3392
2.2349,0.3481
2.3271,0.3659
2.4269,0.3944
2.5116,0.4212
2.6266,0.4612
2.7144,0.4926
2.8261,0.5311
2.9104,0.5567
