x,y
2.5501,0.6832
2.5509,0.6833
2.5522,0.682
2.5576,0.6801
2.5661,0.6761
2.5819,0.6704
2.6051,0.6618
2.6368,0.6496
2.6729,0.6358
2.7251,0.6141
2.7762,0.5927
2.847,0.5602
2.9066,0.5315
2.9699,0.5006
3.0368,0.4669
3.1098,0.4292
3.1814,0.3971
3.2848,0.3611
3.3987,0.3362
3.5142,0.3237
3.6149,0.3248
3.7182,0.3388
3.8137,0.3642
3.8952,0.3947
3.9698,0.428
4.0279,0.4553
4.086,0.4812
4.1569,0.5128
4.2248,0.5436
4.287,0.5721
4.3531,0.6017
4.409,0.6258
4.4798,0.6518
4.5459,0.6712
4.6182,0.6857
4.6915,0.696
4.7631,0.7018
4.8353,0.7058
4.9166,0.71
4.9962,0.7101
5.0753,0.7079
5.1392,0.7036
5.212,0.6932
5.2806,0.6811
5.3439,0.6676
5.4188,0.6478
5.4868,0.628
5.5567,0.607
5.6364,0.5834
5.7052,0.5661
5.7766,0.5526
5.848,0.5439
5.914,0.5409
5.9934,0.5442
6.0618,0.5515
6.1229,0.5613
6.2077,0.5826
6.2827,0.6097
6.3613,0.6458
6.4315,0.6864
6.4904,0.7264
6.553,0.7714
6.6075,0.8153
6.6611,0.8608
6.7163,0.9054
6.7681,0.9458
6.8221,0.9884
6.8809,1.035
6.9459,1.0931
6.9983,1.1448
7.052,1.2064
7.0989,1.2766
7.1528,1.3847
7.1891,1.4835
7.2129,1.5839
7.2212,1.6601
7.2201,1.7473
7.2122,1.8114
7.1983,1.8782
7.1763,1.9536
7.1488,2.0244
7.1207,2.0782
7.0763,2.1446
7.0303,2.1992
6.9784,2.2511
6.9299,2.297
6.8627,2.3525
6.7807,2.4024
6.7024,2.4408
6.6203,2.4712
6.5425,2.4899
6.4674,2.4993
6.3974,2.5039
6.3227,2.509
6.2554,2.5142
6.1833,2.5204
6.1094,2.5273
6.045,2.5337
5.973,2.5424
5.8993,2.5536
5.8307,2.5662
5.7581,2.5826
5.6909,2.6006
5.6287,2.6198
5.557,2.6434
5.4805,2.6699
5.4039,2.6969
5.3328,2.7214
5.2627,2.7439
5.198,2.7641
5.1339,2.7854
5.0634,2.811
5.0003,2.8362
4.9353,2.8648
4.8682,2.8977
4.8061,2.9315
4.745,2.9686
4.6879,3.0072
4.6307,3.0499
4.5769,3.0947
4.5216,3.146
4.4701,3.2014
4.4293,3.2546
4.3853,3.3186
4.3483,3.3733
4.3078,3.432
4.2616,3.4937
4.2008,3.5685
4.1418,3.6411
4.0904,3.7017
4.0431,3.7564
3.993,3.8145
3.9502,3.8639
3.9026,3.9179
3.8537,3.9709
3.8028,4.0195
3.7441,4.0711
3.6778,4.1221
3.619,4.1594
3.5656,4.1873
3.4862,4.2196
3.4101,4.2448
3.3436,4.2646
3.2854,4.2811
3.221,4.2995
3.1485,4.3208
3.0678,4.3441
3.0063,4.3601
2.9323,4.3779
2.8649,4.393
2.8054,4.4044
2.7392,4.4174
2.6604,4.434
2.589,4.4507
2.5246,4.4677
2.4522,4.4875
2.3889,4.5043
2.3136,4.5236
2.2432,4.5413
2.1747,4.5561
2.1068,4.5683
2.0358,4.5811
1.9652,4.5917
1.902,4.5987
1.8274,4.6042
1.7616,4.6049
1.6945,4.5993
1.625,4.5893
1.559,4.5755
1.493,4.5574
1.4322,4.5365
1.3729,4.512
1.3149,4.4839
1.2528,4.4486
1.2007,4.4147
1.1412,4.3703
1.0929,4.3291
1.04,4.278
0.9988,4.2328
0.9581,4.183
0.9157,4.124
0.8798,4.0667
0.8479,4.0086
0.8209,3.9524
0.7951,3.8826
0.776,3.8068
0.7643,3.7363
0.758,3.6662
0.758,3.6039
0.762,3.5381
0.7687,3.4692
0.7758,3.4048
0.7811,3.3373
0.7864,3.2683
0.7956,3.199
0.8068,3.1301
0.8189,3.0601
0.8348,2.9846
0.8482,2.9075
0.8573,2.8321
0.864,2.7575
0.868,2.6865
0.8673,2.616
0.8635,2.5478
0.8592,2.486
0.8517,2.4011
0.8463,2.3311
0.8438,2.2644
0.8451,2.1873
0.849,2.1215
0.8639,1.9872
0.8669,1.9691
0.8796,1.9115
0.9005,1.8399
0.9239,1.7766
0.9545,1.7082
0.9848,1.6449
1.0174,1.5829
1.0532,1.5231
1.097,1.4599
1.1452,1.396
1.1992,1.3318
1.2703,1.2511
1.3283,1.1927
1.3786,1.1489
1.4454,1.1001
1.5057,1.0646
1.5736,1.0328
1.6446,1.0058
1.7043,0.9845
1.7226,0.9779
1.8436,0.9323
1.9111,0.9064
1.9737,0.8823
2.0418,0.8556
2.1087,0.8278
2.1743,0.7994
2.2446,0.7686
2.2976,0.7446
2.3665,0.7163
2.4398,0.6909
2.4929,0.676
2.5739,0.6595
2.6476,0.6512
2.7043,0.6487
2.7912,0.648
2.8643,0.6502
2.9397,0.6552
