x,y
2.5501,0.6831
2.5509,0.6831
2.5534,0.6835
2.5688,0.6856
2.5978,0.6891
2.6467,0.695
2.6962,0.7025
2.7785,0.7154
2.8634,0.7292
2.9677,0.7441
3.0433,0.753
3.3494,0.7879
3.4947,0.8043
3.6737,0.8241
3.84,0.8427
4.0313,0.8644
4.1485,0.8742
4.266,0.8785
4.3777,0.8778
4.4843,0.8724
4.5923,0.8644
4.6841,0.8567
4.7898,0.8467
4.8961,0.8356
5.0227,0.8204
5.1675,0.7963
5.2824,0.7754
5.4153,0.7527
5.5301,0.7317
5.6404,0.7121
5.7416,0.6963
5.8295,0.6848
5.9452,0.6778
6.0446,0.6784
6.1517,0.6818
6.242,0.6913
6.3503,0.7089
6.4537,0.7356
6.5464,0.7693
6.631,0.808
6.7117,0.8534
6.7894,0.9063
6.856,0.96
6.9382,1.0394
6.9995,1.1114
7.0503,1.1826
7.1025,1.2719
7.1407,1.3539
7.1729,1.4431
7.1971,1.5335
7.2151,1.6298
7.2254,1.7228
7.2295,1.8248
7.2288,1.921
7.2207,2.0193
7.2039,2.1174
7.1808,2.2061
7.1493,2.2978
7.0558,2.467
7.0367,2.493
6.9794,2.5625
6.9129,2.6307
6.8389,2.6943
6.7648,2.7478
6.682,2.7971
6.5971,2.8376
6.4992,2.8733
6.4022,2.8987
6.3051,2.9176
6.2061,2.9322
6.1158,2.9429
6.0328,2.9518
5.9232,2.9633
5.8211,2.9732
5.7279,2.9819
5.636,2.9915
5.5469,3.0017
5.4523,3.0121
5.359,3.0223
5.2674,3.0337
5.1816,3.0464
5.0863,3.0616
4.988,3.0768
4.9008,3.0908
4.8019,3.1094
4.7197,3.1295
4.632,3.1567
4.5421,3.1915
4.463,3.2293
4.3863,3.2735
4.3063,3.3261
4.2401,3.3722
4.1699,3.4232
4.0919,3.4891
4.0319,3.5477
3.9662,3.6194
3.8923,3.7067
3.8358,3.7765
3.783,3.841
3.7201,3.9172
3.6605,3.9888
3.5958,4.0616
3.5373,4.1209
3.464,4.1878
3.3851,4.2509
3.3027,4.3072
3.2235,4.3525
3.1441,4.3924
3.06,4.429
2.8921,4.4862
2.8743,4.4912
2.7731,4.5157
2.6862,4.532
2.6001,4.5439
2.5026,4.5528
2.4191,4.5578
2.309,4.5637
2.2271,4.5666
2.1241,4.5692
2.0254,4.5707
1.9339,4.5699
1.8231,4.565
1.7296,4.5555
1.6454,4.5451
1.5574,4.5316
1.4596,4.5126
1.3719,4.4922
1.2759,4.4661
1.1944,4.4381
1.1051,4.4005
1.0363,4.3634
0.9204,4.2833
0.8212,4.1938
0.7479,4.108
0.6937,4.0255
0.6531,3.9488
0.6129,3.8551
0.5812,3.7585
0.5592,3.6652
0.5449,3.5706
0.5388,3.4839
0.5392,3.3913
0.5479,3.29
0.5619,3.1969
0.5807,3.102
0.6015,3.0231
0.6332,2.9238
0.6836,2.7948
0.7303,2.692
0.7758,2.6055
0.8343,2.5003
0.8756,2.424
0.9083,2.3598
0.9599,2.2532
1.0017,2.162
1.0368,2.08
1.0758,1.984
1.1136,1.8891
1.1533,1.7863
1.1533,1.7863
1.2284,1.5832
1.2602,1.4986
1.3028,1.3956
1.3493,1.3009
1.4151,1.1906
1.4809,1.1022
1.5313,1.0438
1.6461,0.9379
1.7585,0.858
1.8655,0.7972
1.9554,0.7546
2.0596,0.7179
2.1769,0.6945
2.2643,0.6854
2.3585,0.6781
2.4621,0.6753
2.5611,0.6768
2.6624,0.6808
2.7602,0.6861
2.8605,0.692
2.957,0.6982
