x,y
2.5498,0.683
2.5502,0.6831
2.5571,0.683
2.5787,0.6821
2.616,0.6802
2.6764,0.6768
2.7385,0.6728
2.8173,0.6671
2.9052,0.6625
3.0119,0.6596
3.1156,0.6598
3.2289,0.6647
3.3549,0.674
3.4772,0.6834
3.5883,0.6907
3.6989,0.6944
3.8023,0.6937
3.9217,0.687
4.0342,0.6776
4.152,0.6615
4.2678,0.639
4.3701,0.6129
4.4783,0.5816
4.5885,0.5474
4.7017,0.5119
4.8198,0.4763
4.9207,0.4485
5.0258,0.424
5.137,0.4054
5.2495,0.3947
5.3666,0.3924
5.4857,0.3993
5.5966,0.412
5.6951,0.4266
5.813,0.4474
5.9336,0.4755
6.0313,0.5042
6.1446,0.5452
6.2348,0.5844
6.3495,0.6439
6.4699,0.7252
6.5659,0.8048
6.653,0.8948
6.7191,0.9781
6.7886,1.0825
6.8322,1.1616
6.8787,1.2628
6.9216,1.3704
6.9552,1.4712
6.982,1.5816
6.9968,1.6773
7.004,1.7929
7.001,1.8907
6.9861,2.0068
6.9646,2.1005
6.9286,2.2083
6.8862,2.3016
6.8325,2.3946
6.7557,2.4966
6.6823,2.5772
6.6017,2.6534
6.5148,2.7236
6.3924,2.8001
6.283,2.8534
6.1681,2.8958
6.0611,2.9252
5.9542,2.9448
5.8501,2.9545
5.7463,2.9582
5.6308,2.9597
5.5236,2.9617
5.4077,2.9644
5.2987,2.9702
5.195,2.9827
5.1025,2.9991
4.9693,3.0296
4.8533,3.0624
4.7468,3.099
4.6444,3.141
4.5411,3.1912
4.4515,3.242
4.3506,3.3055
4.2531,3.3769
4.168,3.4523
4.0887,3.536
4.0205,3.6151
3.9543,3.6972
3.8838,3.7902
3.8172,3.8826
3.7486,3.9807
3.6772,4.0797
3.6084,4.1623
3.5177,4.254
3.4388,4.3229
3.3311,4.4007
3.2377,4.4564
3.1402,4.5075
3.0035,4.5688
2.8541,4.6226
2.7024,4.6645
2.555,4.6946
2.3923,4.7136
2.2582,4.7168
2.1223,4.7101
2.014,4.7004
1.9033,4.6855
1.7928,4.6617
1.6812,4.6269
1.5948,4.5913
1.4966,4.5399
1.4024,4.4781
1.3009,4.3928
1.2013,4.2868
1.1238,4.1866
1.0512,4.0757
0.9956,3.968
0.9541,3.8628
0.9169,3.7471
0.8937,3.6576
0.8681,3.523
0.8559,3.4145
0.8514,3.2924
0.8552,3.1901
0.8611,3.0783
0.8665,2.9633
0.8681,2.8584
0.8666,2.7434
0.8609,2.622
0.8526,2.5053
0.8462,2.4024
0.8396,2.2912
0.835,2.1822
0.8383,2.0526
0.9032,1.7048
0.9398,1.6027
0.983,1.5056
1.0347,1.4096
1.0891,1.324
1.1633,1.2249
1.2387,1.1394
1.312,1.0677
1.3937,0.9989
1.5174,0.9174
1.6317,0.8588
1.7458,0.8134
1.8472,0.7852
1.9724,0.76
2.078,0.7462
2.1942,0.7385
2.3126,0.7391
2.4206,0.7464
2.5453,0.7585
2.6467,0.7682
2.7635,0.7805
2.8966,0.7954
3.0039,0.8064
