x,y
2.5501,0.683
2.5502,0.683
2.5528,0.6831
2.5623,0.6829
2.5935,0.6813
2.6266,0.6799
2.6786,0.6774
2.7271,0.675
2.7668,0.6715
2.8306,0.6652
2.8999,0.6624
2.9814,0.6644
3.0702,0.6702
3.1436,0.6756
3.2345,0.6808
3.3073,0.6868
3.3782,0.6905
3.4688,0.6945
3.5564,0.7
3.6249,0.7042
3.6882,0.7061
3.7524,0.7042
3.8279,0.6977
3.8931,0.6898
3.9378,0.6815
3.997,0.6693
4.064,0.6554
4.1343,0.6363
4.1912,0.6199
4.2503,0.6049
4.2949,0.5948
4.3456,0.5838
4.416,0.5714
4.5104,0.5606
4.5933,0.5559
4.6934,0.5565
4.7876,0.5658
4.8674,0.58
4.9411,0.603
4.9948,0.6232
5.0498,0.6448
5.0902,0.6596
5.1376,0.6765
5.1969,0.6989
5.2408,0.7155
5.3009,0.7367
5.3628,0.756
5.4282,0.7716
5.4713,0.779
5.5253,0.7845
5.57,0.7854
5.6264,0.784
5.6815,0.7786
5.7446,0.766
5.8179,0.7452
5.8931,0.7212
5.9663,0.6957
6.0529,0.6687
6.1138,0.6518
6.1941,0.633
6.2629,0.6214
6.3383,0.6142
6.425,0.6128
6.4928,0.618
6.5374,0.6259
6.6019,0.643
6.6511,0.6622
6.6742,0.673
6.7318,0.7017
6.769,0.7239
6.7919,0.7391
6.8611,0.7937
6.8991,0.8279
6.9294,0.8582
6.957,0.8905
6.9787,0.9181
7.0099,0.9654
7.0434,1.0248
7.0636,1.07
7.0824,1.1211
7.1011,1.1796
7.1107,1.2225
7.1209,1.2875
7.1259,1.3594
7.1223,1.4376
7.1149,1.4913
7.1029,1.5677
7.0931,1.6405
7.0856,1.7042
7.0819,1.7572
7.0796,1.8106
7.0758,1.8947
7.068,1.9706
7.0596,2.0502
7.0513,2.1302
7.0391,2.2005
7.0197,2.2751
6.9959,2.3426
6.9715,2.3992
6.9458,2.447
6.9121,2.4969
6.864,2.5522
6.8092,2.6043
6.7362,2.6614
6.6697,2.7039
6.6077,2.7366
6.5139,2.7738
6.4462,2.7925
6.3873,2.8055
6.2987,2.8172
6.2541,2.8188
6.1797,2.8123
6.1341,2.8052
6.0664,2.7934
5.9979,2.7803
5.9631,2.773
5.8944,2.7586
5.8341,2.7485
5.7754,2.7421
5.7117,2.7396
5.659,2.7416
5.6095,2.7457
5.5482,2.7522
5.4978,2.7598
5.4499,2.7668
5.3992,2.774
5.3414,2.782
5.2848,2.7908
5.2381,2.8003
5.1901,2.8114
5.135,2.8268
5.1027,2.8355
5.0496,2.85
5.0021,2.8625
4.9517,2.8762
4.9112,2.8865
4.8721,2.8977
4.8169,2.9134
4.7703,2.9286
4.7124,2.9526
4.6376,2.9921
4.5609,3.0406
4.4973,3.0857
4.4615,3.113
4.4244,3.1442
4.3912,3.1762
4.3583,3.2131
4.329,3.2491
4.2944,3.2926
4.2641,3.3304
4.2343,3.3638
4.1975,3.4024
4.15,3.4516
4.0973,3.5131
4.0389,3.5845
4.0034,3.6238
3.9459,3.682
3.9066,3.7193
3.8549,3.7677
3.8048,3.8092
3.7615,3.8387
3.7092,3.8731
3.6583,3.9098
3.6057,3.9505
3.5562,3.9907
3.4834,4.0527
3.4329,4.0975
3.3927,4.1353
3.3455,4.176
3.3081,4.2065
3.2487,4.2548
3.1952,4.2963
3.1292,4.3409
3.0399,4.3872
2.9431,4.4226
2.8448,4.4461
2.7522,4.4548
2.6612,4.4533
2.5759,4.4436
2.4888,4.425
2.4215,4.4084
2.3798,4.3967
2.3198,4.3817
2.2718,4.3718
2.2311,4.3658
2.178,4.3591
2.1058,4.3511
2.0375,4.3472
1.9827,4.3483
1.9137,4.3558
1.8541,4.3685
1.7914,4.387
1.7007,4.4199
1.6369,4.4445
1.5584,4.473
1.4816,4.4968
1.4128,4.5131
1.3208,4.5267
1.2383,4.5305
1.1499,4.5296
1.0612,4.5223
0.9224,4.4931
0.8226,4.46
0.6925,4.4026
0.5873,4.339
