x,y
2.55,0.6831
2.5502,0.6831
2.5538,0.6835
2.6204,0.6838
2.6411,0.6824
2.6662,0.6794
2.6977,0.6737
2.7384,0.6662
2.7841,0.6589
2.8214,0.6543
2.8559,0.6521
2.9089,0.6521
2.9614,0.6554
3.0055,0.6611
3.0465,0.6666
3.0884,0.6713
3.1246,0.6752
3.1616,0.6791
3.1966,0.682
3.2349,0.6865
3.2686,0.6906
3.3014,0.6936
3.351,0.6972
3.3929,0.6987
3.44,0.7011
3.4693,0.7029
3.5159,0.7045
3.5583,0.7068
3.5982,0.7092
3.637,0.7098
3.6828,0.7102
3.7278,0.7081
3.7673,0.7052
3.8055,0.7003
3.8491,0.6935
3.8951,0.6889
3.9399,0.6862
3.978,0.6857
4.0166,0.6881
4.0613,0.6909
4.1024,0.6939
4.148,0.6994
4.1816,0.7041
4.2225,0.7109
4.2617,0.717
4.2984,0.7217
4.3508,0.7253
4.4085,0.7251
4.4626,0.7234
4.5159,0.723
4.5582,0.7227
4.6,0.7229
4.6419,0.7227
4.6996,0.7185
4.7607,0.7123
4.8296,0.7045
4.8975,0.6991
4.9518,0.6938
4.9999,0.6895
5.0419,0.6882
5.0782,0.6888
5.1051,0.6891
5.1557,0.6876
5.1944,0.6839
5.2244,0.6802
5.266,0.6743
5.3113,0.6702
5.3532,0.6665
5.388,0.6637
5.4243,0.6619
5.4717,0.6618
5.528,0.6635
5.5837,0.6682
5.6302,0.6724
5.6755,0.6752
5.7145,0.6763
5.7794,0.6778
5.848,0.6797
5.9103,0.6809
5.9677,0.6846
6.0127,0.6909
6.0582,0.6994
6.0939,0.7066
6.121,0.7131
6.1422,0.7188
6.1644,0.7257
6.1887,0.7349
6.211,0.7451
6.2319,0.7558
6.254,0.7674
6.2845,0.784
6.3385,0.8125
6.4042,0.8441
6.4542,0.8706
6.5026,0.9001
6.5341,0.9222
6.5541,0.9378
6.5881,0.9647
6.6189,0.9908
6.6407,1.0122
6.6632,1.0366
6.6786,1.0555
6.692,1.074
6.7058,1.0948
6.7168,1.113
6.7315,1.1379
6.7491,1.1687
6.7732,1.2132
6.7948,1.2551
6.8168,1.2955
6.8409,1.3405
6.8628,1.3815
6.8863,1.4271
6.9136,1.483
6.9307,1.5194
6.9487,1.5561
6.9784,1.6135
7.0002,1.6597
7.0279,1.7195
7.0469,1.7617
7.0594,1.7957
7.066,1.8159
7.0731,1.8412
7.0782,1.8666
7.0819,1.8916
7.0843,1.9149
7.0854,1.9366
7.0855,1.9575
7.0842,1.9846
7.0822,2.0053
7.0798,2.0259
7.0757,2.0497
7.0695,2.0745
7.0632,2.0951
7.0582,2.114
7.0496,2.1405
7.0405,2.1601
7.0306,2.1797
7.0208,2.2013
7.0097,2.2235
6.9963,2.2435
6.9837,2.2611
6.9712,2.2796
6.9579,2.299
6.9418,2.3185
6.9273,2.3333
6.9112,2.3499
6.895,2.3671
6.8788,2.3823
6.8615,2.3984
6.8452,2.4127
6.8264,2.4269
6.8074,2.4412
6.7879,2.4559
6.7672,2.4714
6.7433,2.4888
6.7105,2.5117
6.6747,2.5356
6.6242,2.5673
6.5673,2.601
6.5093,2.6338
6.4483,2.6668
6.3837,2.7004
6.3229,2.7309
6.2507,2.7667
6.211,2.7868
6.164,2.8119
6.1226,2.8311
6.0713,2.8512
6.0119,2.8689
5.9499,2.8812
5.8924,2.887
5.8281,2.887
5.7773,2.8846
5.7301,2.8817
5.6758,2.8744
5.6175,2.8607
5.5636,2.8457
5.5053,2.8315
5.4558,2.8199
5.4175,2.8141
5.3738,2.8071
5.3222,2.8007
5.2851,2.7981
5.2425,2.798
5.2081,2.8003
5.1809,2.804
5.156,2.8091
5.1304,2.815
5.0914,2.8242
5.0515,2.8366
5.0181,2.8481
4.9818,2.8629
4.9472,2.8785
4.926,2.8883
4.91,2.8958
4.8882,2.9062
4.8656,2.9174
4.8451,2.9283
4.8244,2.9393
4.8042,2.9504
4.7849,2.9611
4.7626,2.9732
4.7425,2.9841
4.7251,2.9937
4.7031,3.006
4.6829,3.0171
4.6624,3.0283
4.6421,3.0395
4.6225,3.0505
4.6005,3.0627
4.5804,3.0738
4.5633,3.0833
4.5406,3.096
4.5195,3.1078
4.4996,3.1187
4.4795,3.13
4.4583,3.1429
4.4396,3.1558
4.4202,3.1708
4.4031,3.1848
4.3871,3.1991
4.365,3.2213
4.3441,3.2429
4.3211,3.2679
4.2951,3.2974
4.2754,3.3204
4.2598,3.3401
4.2458,3.3599
4.2305,3.3842
4.2145,3.4092
4.1918,3.4473
4.1642,3.503
4.1422,3.5551
4.1231,3.5996
4.1056,3.6375
4.0886,3.6712
4.0613,3.7184
4.0286,3.7676
3.9825,3.8274
3.9393,3.8735
3.9035,3.9051
3.869,3.9318
3.8401,3.9502
3.8103,3.9685
3.7744,3.99
3.7447,4.0068
3.7171,4.0231
3.6794,4.0472
3.6413,4.0737
3.6013,4.1046
3.5681,4.1335
3.5343,4.1638
3.5103,4.1842
3.4907,4.1997
3.4724,4.2123
3.4505,4.2261
3.4285,4.2385
3.407,4.249
3.3841,4.2587
3.3611,4.2668
3.3324,4.2769
3.2914,4.2888
3.2429,4.2988
3.1934,4.3042
3.1413,4.3055
3.0978,4.3047
3.061,4.3048
3.0046,4.3069
2.9495,4.3093
2.9045,4.3116
2.8663,4.3129
2.8307,4.3155
2.8028,4.3175
2.7636,4.3224
2.7145,4.3322
2.6639,4.3466
2.6239,4.3584
2.5815,4.3724
2.5367,4.3877
2.4889,4.4021
2.4269,4.4176
2.3636,4.4299
2.3218,4.4351
2.2827,4.437
2.2484,4.4366
2.2215,4.4348
2.1963,4.4318
2.1665,4.4263
2.1248,4.4151
2.0867,4.4016
2.0361,4.3824
1.9838,4.3608
1.914,4.3281
1.8642,4.2996
1.8214,4.2726
1.7675,4.2359
1.7193,4.1961
1.6612,4.1459
1.6235,4.1108
1.5791,4.0676
1.5442,4.0367
1.5027,3.9988
