x,y
2.5501,0.6831
2.5514,0.6832
2.5585,0.6835
2.5827,0.6849
2.6119,0.6845
2.6608,0.6849
2.6989,0.6854
2.7602,0.6859
2.8049,0.6846
2.8614,0.6807
2.9054,0.6752
2.9497,0.6688
3.0041,0.6604
3.0655,0.6496
3.1296,0.639
3.1956,0.628
3.2663,0.6185
3.3153,0.6119
3.3592,0.6068
3.4135,0.6007
3.4563,0.5971
3.5079,0.5929
3.5506,0.5908
3.5988,0.5884
3.6435,0.5878
3.6922,0.5887
3.7384,0.5912
3.7888,0.5943
3.8582,0.5973
3.9497,0.6026
4.0364,0.6122
4.1444,0.628
4.2361,0.6449
4.3236,0.6613
4.4106,0.6745
4.4901,0.6813
4.5716,0.6834
4.6499,0.6788
4.7482,0.665
4.8358,0.6529
4.922,0.6436
5.0215,0.6346
5.0919,0.631
5.1527,0.6291
5.2198,0.6302
5.2819,0.6344
5.3489,0.6434
5.4316,0.6576
5.5102,0.6694
5.5749,0.6794
5.6445,0.6918
5.7109,0.7031
5.7634,0.7095
5.8144,0.7133
5.8582,0.7137
5.913,0.7099
5.9777,0.703
6.0584,0.6895
6.135,0.6741
6.2438,0.6516
6.3302,0.6363
6.4274,0.6248
6.5465,0.6209
6.6549,0.6287
6.7526,0.648
6.8341,0.6768
6.8933,0.7073
6.9407,0.7387
6.9895,0.7773
7.0304,0.8148
7.0644,0.8521
7.0962,0.889
7.1283,0.9311
7.1626,0.9878
7.1946,1.0597
7.2162,1.1255
7.2309,1.1912
7.2388,1.2577
7.2426,1.3251
7.2459,1.3889
7.244,1.4639
7.2365,1.5349
7.225,1.6068
7.2071,1.6862
7.1828,1.767
7.1584,1.8464
7.1341,1.928
7.1082,2.0196
7.0825,2.1056
7.0574,2.1762
7.0211,2.2545
6.9766,2.3293
6.9398,2.3783
6.8953,2.4308
6.8454,2.4829
6.8031,2.5185
6.7664,2.5444
6.7223,2.5702
6.68,2.5934
6.6285,2.6186
6.5542,2.6447
6.4858,2.6626
6.4088,2.6733
6.3504,2.6771
6.279,2.6774
6.2307,2.6753
6.1901,2.6716
6.1425,2.6669
6.0941,2.6643
6.0429,2.6634
5.9872,2.6653
5.9434,2.6674
5.8896,2.6699
5.8283,2.6771
5.7586,2.6877
5.7036,2.6977
5.6542,2.7068
5.608,2.7162
5.5649,2.7247
5.508,2.7385
5.4484,2.7543
5.3708,2.7727
5.2878,2.7899
5.191,2.81
5.1051,2.8303
5.0188,2.8536
4.9243,2.8788
4.8425,2.9028
4.7503,2.9365
4.6724,2.9723
4.5838,3.0247
4.5067,3.0844
4.4357,3.1485
4.3682,3.2145
4.3114,3.2809
4.2614,3.352
4.2217,3.4229
4.1852,3.4964
4.1505,3.5761
4.1227,3.6434
4.1021,3.6969
4.0838,3.7417
4.064,3.7849
4.0426,3.8262
4.0211,3.8631
3.9929,3.9046
3.9592,3.9458
3.9091,3.9953
3.8604,4.0361
3.8024,4.0791
3.7404,4.1227
3.6737,4.1645
3.6117,4.1983
3.5574,4.226
3.4875,4.2549
3.4175,4.2794
3.3378,4.3026
3.2344,4.3216
3.1576,4.3292
3.0835,4.3333
3.034,4.3348
2.9814,4.3341
2.9251,4.333
2.8564,4.3319
2.77,4.3319
2.686,4.3341
2.5586,4.3428
2.4479,4.3517
2.348,4.3641
2.2664,4.3762
2.196,4.3877
2.1251,4.3993
2.0498,4.4113
1.9475,4.4253
1.844,4.4308
1.7623,4.4306
1.6943,4.4296
1.6314,4.4267
1.5762,4.4216
1.5003,4.407
1.4225,4.3829
1.3445,4.3486
1.2625,4.2992
1.2054,4.255
1.1397,4.1899
1.0902,4.1264
1.0592,4.0742
1.0322,4.0228
1.0123,3.9742
0.9995,3.9334
0.9883,3.8929
0.9769,3.8484
0.9639,3.7966
0.9534,3.7517
0.9391,3.6922
0.9224,3.6262
0.9022,3.544
0.887,3.462
0.8806,3.4015
0.8776,3.343
0.8774,3.2971
0.879,3.2525
0.8828,3.1949
0.8849,3.1505
0.8876,3.1021
0.8894,3.054
0.8914,3.0132
0.8931,2.9563
0.8934,2.9003
0.8947,2.8504
0.8954,2.8053
0.8946,2.7357
0.8935,2.6547
0.8922,2.5624
0.8903,2.4753
0.8904,2.4031
0.8945,2.3321
0.9019,2.2609
0.9097,2.2033
0.9164,2.148
0.9215,2.0973
0.9287,2.0419
0.9346,1.9975
0.9418,1.9499
0.9489,1.9065
0.9577,1.8584
0.9662,1.8184
0.9771,1.7671
0.9872,1.7221
0.9972,1.6835
1.0117,1.6339
1.0265,1.5896
1.0419,1.547
1.0599,1.5032
1.0809,1.458
1.1088,1.4074
1.1345,1.367
1.1621,1.3264
1.1871,1.2927
1.2148,1.2582
1.2445,1.2242
1.2765,1.1905
1.3075,1.1607
1.344,1.1286
1.3762,1.1045
1.4123,1.0795
1.4512,1.0567
1.4911,1.0358
1.5299,1.0191
1.5792,1.0023
1.632,0.9878
1.6824,0.9768
1.726,0.9685
1.7643,0.9629
1.8203,0.9554
1.883,0.9501
1.952,0.9489
2.0108,0.95
2.0931,0.956
2.1794,0.9667
2.2612,0.9777
2.3262,0.986
2.3956,0.9911
2.4626,0.9931
2.5206,0.9929
2.5665,0.9891
2.6215,0.9823
2.6743,0.9715
2.7306,0.9581
2.8006,0.9391
2.8596,0.922
2.9287,0.896
