x,y
2.5508,0.683
2.5516,0.6831
2.5549,0.6831
2.5729,0.683
2.6069,0.6825
2.6529,0.6839
2.7132,0.6862
2.7853,0.6855
2.894,0.6788
2.9906,0.6737
3.0723,0.6708
3.1751,0.6701
3.268,0.6732
3.3583,0.6771
3.4648,0.6791
3.5742,0.6727
3.6553,0.6645
3.7632,0.648
3.8472,0.6282
3.9389,0.6022
4.0353,0.574
4.2305,0.515
4.3203,0.4913
4.4033,0.473
4.5045,0.4527
4.5932,0.4367
4.6951,0.4212
4.7928,0.4091
4.8938,0.4065
5.0275,0.4145
5.1124,0.4267
5.2268,0.4509
5.3195,0.4721
5.4033,0.4916
5.5006,0.5153
5.5956,0.5365
5.6813,0.5533
5.773,0.5682
5.8678,0.5826
5.9622,0.5989
6.0523,0.6154
6.142,0.6342
6.226,0.6532
6.325,0.675
6.4213,0.6966
6.5123,0.7172
6.6355,0.7512
6.7343,0.7899
6.8313,0.8395
6.9254,0.9007
6.9936,0.9548
7.0649,1.0226
7.1263,1.0929
7.1835,1.1725
7.2232,1.2393
7.2649,1.3262
7.2976,1.4159
7.3216,1.5088
7.3347,1.5884
7.3415,1.6767
7.34,1.7719
7.3305,1.8602
7.3105,1.9582
7.2873,2.0352
7.2461,2.1262
7.1905,2.22
7.1374,2.2926
7.0749,2.3646
7.0123,2.426
6.9412,2.4858
6.8182,2.5699
6.781,2.591
6.7006,2.6306
6.6211,2.6621
6.5137,2.6926
6.3824,2.7098
6.271,2.7102
6.1316,2.6966
6.0234,2.6755
5.9202,2.6425
5.8445,2.6074
5.763,2.5661
5.6752,2.5242
5.5784,2.4846
5.4798,2.4547
5.3694,2.4334
5.3037,2.4265
5.1891,2.4244
5.0898,2.4368
4.9943,2.4606
4.9017,2.4948
4.8291,2.5311
4.7586,2.5737
4.671,2.6444
4.6013,2.7155
4.5538,2.7739
4.5046,2.8485
4.465,2.9265
4.435,3.0069
4.4113,3.1004
4.3962,3.1774
4.3816,3.2748
4.3661,3.3718
4.3423,3.486
4.3075,3.6051
4.2662,3.7195
4.2141,3.8351
4.1535,3.9367
