x,y
2.552,0.6828
2.5529,0.6827
2.5549,0.6825
2.5647,0.6821
2.5937,0.6806
2.6476,0.6776
2.7142,0.6734
2.7914,0.6638
2.8438,0.655
2.9588,0.6321
3.0629,0.6051
3.1931,0.5671
3.2806,0.5438
3.3733,0.5199
3.4843,0.4938
3.5993,0.4716
3.6931,0.4577
3.8283,0.4448
3.9223,0.4409
4.0802,0.4447
4.1576,0.4495
4.2579,0.4551
4.3854,0.4611
4.493,0.4638
4.5835,0.4637
4.7105,0.4591
4.8232,0.4498
4.9278,0.4389
5.0447,0.4263
5.15,0.4151
5.257,0.4055
5.3541,0.3992
5.5947,0.3968
5.7057,0.4031
5.8189,0.4152
5.9294,0.4299
6.0389,0.4455
6.1426,0.4639
6.257,0.4937
6.3763,0.5391
6.4435,0.5717
6.5685,0.6462
6.6443,0.703
6.7101,0.762
6.807,0.872
6.8758,0.9722
6.9262,1.063
6.9679,1.158
6.9994,1.2532
7.0233,1.3585
7.0359,1.4609
7.038,1.572
7.0281,1.681
7.0093,1.7776
6.9774,1.8823
6.9358,1.9802
6.8832,2.0746
6.8303,2.1501
6.7552,2.2365
6.6717,2.3127
6.5922,2.3711
6.5015,2.4243
6.3985,2.4705
6.3004,2.5024
6.1967,2.5251
6.0806,2.5426
5.9786,2.5524
5.8801,2.559
5.77,2.5663
5.6443,2.5749
5.5336,2.5829
5.4267,2.593
5.3179,2.6094
5.203,2.6329
5.103,2.6597
4.9987,2.6966
4.9007,2.7393
4.805,2.7866
4.6816,2.8561
4.5899,2.9172
4.3941,3.0726
4.3139,3.1453
4.2354,3.225
4.1675,3.3026
4.096,3.3959
4.0428,3.471
3.9657,3.5876
3.9072,3.6836
3.8501,3.7815
3.7945,3.8754
3.7327,3.9711
3.6703,4.0548
3.5985,4.1374
3.5198,4.2154
3.4285,4.2934
3.3408,4.3578
3.1514,4.4664
3.0053,4.5295
2.8448,4.5851
2.6826,4.6251
2.5176,4.6507
2.3931,4.6607
2.2585,4.6605
2.1478,4.6488
2.0496,4.6279
1.9245,4.5889
1.8279,4.5526
1.7238,4.5064
1.6289,4.4573
1.5258,4.3979
1.4261,4.3322
1.3294,4.2589
1.2509,4.1908
1.1733,4.1145
1.0914,4.0215
1.0252,3.9341
0.9667,3.8443
0.9064,3.7324
0.8616,3.6222
0.8224,3.4874
0.8004,3.3638
0.7923,3.2587
0.7906,3.1658
0.7931,3.0444
0.8032,2.9283
0.8171,2.8309
0.8353,2.709
0.8512,2.5994
0.8668,2.4913
0.8809,2.3846
0.8943,2.2711
0.9078,2.1593
0.9221,2.0409
0.9366,1.9362
0.9545,1.8304
0.9794,1.711
1.0039,1.618
1.0452,1.5011
1.0908,1.403
1.1365,1.3237
1.2054,1.2275
1.2777,1.1468
1.3579,1.0745
1.4402,1.0147
1.5435,0.9576
1.6546,0.9102
1.751,0.8794
1.8522,0.8571
1.9642,0.844
2.0745,0.8403
2.1847,0.8429
2.2924,0.8501
2.3964,0.8589
2.515,0.8686
2.6171,0.8768
2.7293,0.8842
2.8434,0.8883
2.9554,0.8883
