x,y
2.5503,0.683
2.5508,0.6829
2.5523,0.6828
2.564,0.6819
2.595,0.6797
2.6284,0.6773
2.6904,0.6721
2.7658,0.6649
2.8547,0.6517
2.9363,0.6343
3.0435,0.6045
3.1429,0.5719
3.2576,0.535
3.3584,0.5027
3.461,0.4708
3.5776,0.4404
3.6849,0.4192
3.7826,0.4056
3.8988,0.3967
4.0035,0.3958
4.1239,0.4032
4.222,0.4136
4.3431,0.4267
4.4533,0.4394
4.5685,0.4505
4.6784,0.4587
4.7999,0.4631
4.9128,0.4631
5.0137,0.4587
5.1236,0.4483
5.2421,0.4337
5.3503,0.4202
5.4537,0.4081
5.5724,0.3968
5.6809,0.3914
5.7833,0.393
5.9099,0.4056
6.0164,0.4263
6.134,0.4609
6.2088,0.4901
6.311,0.5404
6.39,0.589
6.4698,0.6478
6.5626,0.731
6.6373,0.8126
6.6996,0.8941
6.7573,0.9848
6.8077,1.0753
6.8615,1.1805
6.9089,1.281
6.9496,1.382
6.9877,1.5051
7.0047,1.5841
7.0187,1.6955
7.0209,1.8041
7.0116,1.912
6.9925,2.0102
6.9596,2.1161
6.9169,2.2131
6.8773,2.2835
6.8026,2.3876
6.7298,2.4678
6.6377,2.5469
6.5302,2.6205
6.4515,2.6626
6.3233,2.713
6.2314,2.739
6.1336,2.7599
6.0032,2.7811
5.8966,2.7958
5.7838,2.8118
5.6741,2.8277
5.5692,2.8432
5.4444,2.8639
5.3331,2.8857
5.2241,2.9113
5.1118,2.9411
5.0032,2.9745
4.8927,3.015
4.7926,3.0581
4.6876,3.111
4.585,3.1716
4.4902,3.2331
4.4025,3.2921
4.3006,3.365
4.1963,3.4438
4.1139,3.5085
4.0257,3.5823
3.9295,3.6748
3.8724,3.737
3.7865,3.8376
3.7048,3.9453
3.623,4.0598
3.5385,4.1701
3.4403,4.2831
3.3555,4.3647
3.2613,4.4415
3.1514,4.5139
3.055,4.5635
2.8002,4.6503
2.7737,4.6566
2.72,4.6679
2.6056,4.6829
2.4937,4.6874
2.3876,4.6848
2.2749,4.6777
2.1581,4.6628
2.0752,4.6464
1.9637,4.6167
1.8525,4.5768
1.7578,4.5327
1.6621,4.4772
1.5712,4.4177
1.4769,4.3494
1.3805,4.2706
1.2711,4.1661
1.1763,4.0574
1.0842,3.9311
1.0081,3.803
0.9563,3.6921
0.914,3.5778
0.8853,3.4801
0.8614,3.3667
0.8489,3.2623
0.8454,3.1576
0.8486,3.0574
0.8556,2.9408
0.8652,2.8367
0.88,2.7197
0.8938,2.6064
0.9074,2.4912
0.9177,2.3809
0.9265,2.2736
0.9366,2.1528
0.9443,2.059
0.9564,1.9352
0.972,1.8171
0.9887,1.7272
1.0167,1.6192
1.0592,1.5017
1.1033,1.4084
1.1565,1.3185
1.2139,1.2395
1.2906,1.1539
1.3687,1.0835
1.4575,1.0189
1.5627,0.9601
1.6622,0.9168
1.7538,0.8862
1.913,0.8541
1.9761,0.8487
2.0689,0.8458
2.1839,0.8485
2.2989,0.8546
2.394,0.8595
2.5031,0.8644
2.6408,0.8705
2.7432,0.8728
2.8673,0.8718
2.9658,0.8673
