x,y
2.5499,0.683
2.5506,0.6831
2.5521,0.6833
2.5627,0.6847
2.5829,0.6873
2.618,0.6933
2.6633,0.702
2.706,0.7093
2.7598,0.7199
2.8305,0.7343
2.901,0.7464
2.9605,0.7556
3.0093,0.763
3.0496,0.769
3.0933,0.7752
3.146,0.7829
3.1938,0.7897
3.2436,0.7953
3.3195,0.8012
3.3965,0.8044
3.4789,0.8069
3.5552,0.8058
3.6257,0.8013
3.6757,0.7981
3.7438,0.7966
3.8171,0.7994
3.8867,0.8031
3.9317,0.8055
3.9863,0.809
4.0305,0.8124
4.0779,0.8154
4.1256,0.8192
4.1736,0.8224
4.215,0.8259
4.2661,0.828
4.3116,0.8301
4.3515,0.8312
4.4026,0.8324
4.4348,0.8325
4.502,0.8297
4.5422,0.8265
4.5824,0.8223
4.6373,0.8127
4.6718,0.8065
4.7242,0.7966
4.7794,0.7845
4.8327,0.7697
4.8765,0.7564
4.921,0.7411
4.9627,0.7259
5.019,0.7072
5.0716,0.6897
5.1267,0.6718
5.1933,0.6535
5.285,0.6351
5.3813,0.6207
5.465,0.6121
5.5564,0.6084
5.6618,0.6131
5.7327,0.6232
5.8061,0.6383
5.8686,0.651
5.9313,0.6648
5.9884,0.6783
6.0398,0.6909
6.0935,0.705
6.1472,0.7216
6.1911,0.7359
6.2302,0.7503
6.2809,0.7699
6.3196,0.7867
6.3607,0.8033
6.4145,0.8266
6.4598,0.8471
6.5107,0.8719
6.5649,0.8984
6.6328,0.9342
6.6656,0.9526
6.7265,0.988
6.7806,1.0213
6.8245,1.0533
6.8687,1.0903
6.9197,1.1382
6.9699,1.1923
7.0284,1.269
7.0677,1.3379
7.1022,1.4181
7.1264,1.501
7.1264,1.501
7.1401,1.6303
7.1386,1.6906
7.1268,1.7717
7.1062,1.8443
7.0806,1.9074
7.05,1.9742
7.0096,2.0475
6.9566,2.1192
6.9049,2.1744
6.8573,2.214
6.8065,2.2482
6.7451,2.283
6.6938,2.3048
6.6445,2.3221
6.6001,2.3372
6.5412,2.3566
6.4892,2.3732
6.4519,2.3853
6.4113,2.4001
6.3586,2.4213
6.32,2.4392
6.2797,2.4581
6.2336,2.479
6.1858,2.4998
6.1184,2.5302
6.0571,2.5562
6.0047,2.5773
5.9497,2.5994
5.8983,2.6222
5.8465,2.647
5.7932,2.6702
5.7487,2.6895
5.7019,2.7089
5.6499,2.7306
5.5999,2.752
5.5568,2.7706
5.5172,2.7869
5.461,2.8081
5.3961,2.8274
5.3344,2.8435
5.276,2.8572
5.2359,2.8675
5.1836,2.8812
5.1417,2.8922
5.0873,2.9059
5.037,2.9187
5.0099,2.9259
4.9668,2.9383
4.8608,2.9679
4.8324,2.9759
4.825,2.9781
4.7801,2.9915
4.7317,3.0064
4.6647,3.0279
4.6119,3.0474
4.5716,3.0647
4.531,3.0846
4.5038,3.0996
4.4633,3.1245
4.4225,3.1539
4.3858,3.1817
4.3459,3.2174
4.3026,3.26
4.2769,3.289
4.2469,3.3267
4.2263,3.3537
4.1946,3.3965
4.169,3.434
4.1445,3.47
4.1185,3.5133
4.0981,3.5473
4.0737,3.5867
4.0437,3.6337
4.0212,3.6673
3.9739,3.7306
3.9318,3.7799
3.8667,3.8455
3.7983,3.9025
3.7447,3.9391
3.6978,3.9687
3.6537,3.9971
3.6087,4.029
3.5756,4.0536
3.5396,4.083
3.5031,4.1155
3.4747,4.1436
3.4355,4.1831
3.3927,4.2226
3.3524,4.2575
3.2989,4.3026
3.2463,4.3444
3.196,4.3797
3.1376,4.4141
3.0442,4.4608
2.9725,4.4935
2.9168,4.516
2.8609,4.5351
2.8112,4.5502
2.7673,4.5616
2.7208,4.5726
2.6445,4.5892
2.6324,4.5918
2.5815,4.6019
2.5432,4.6094
2.495,4.6184
2.4348,4.6263
2.3741,4.6296
2.2928,4.6279
2.2055,4.6176
2.1139,4.5993
2.0536,4.5809
1.9994,4.5585
1.9506,4.5357
1.9145,4.5191
1.8725,4.5004
1.827,4.4779
1.7726,4.4451
1.7004,4.3915
1.6356,4.3362
1.5794,4.2851
1.5207,4.233
1.4804,4.1989
1.4448,4.1714
1.4122,4.1478
1.3564,4.1088
1.315,4.0776
1.2456,4.0236
1.189,3.9766
1.1449,3.9354
1.0985,3.8896
1.0592,3.8523
1.0228,3.8178
0.9809,3.7721
0.9401,3.7205
0.9054,3.6685
0.8761,3.6151
0.8471,3.5471
0.8273,3.4834
0.8132,3.4196
0.8059,3.3563
0.8054,3.3032
0.8139,3.2234
0.8322,3.1475
0.863,3.06
0.8993,2.9848
0.9492,2.9053
1.0041,2.827
1.0491,2.7685
1.091,2.7217
1.1314,2.6795
1.1784,2.6297
1.2166,2.5845
1.2427,2.5512
1.2667,2.5174
1.2946,2.4739
1.3149,2.4372
1.3377,2.3907
1.3533,2.352
1.3694,2.3063
