2.5499,0.683
2.5503,0.6831
2.5522,0.6831
2.567,0.6818
2.5949,0.6792
2.6604,0.6722
2.7082,0.6677
2.7812,0.6595
2.837,0.65
2.9439,0.6264
3.0257,0.6085
3.1256,0.5879
3.2174,0.5684
3.3105,0.5485
3.3955,0.5315
3.4875,0.5184
3.5811,0.5096
3.669,0.5058
3.7747,0.5103
3.8526,0.5187
3.9145,0.5249
4.0346,0.5353
4.1366,0.5426
4.2346,0.5485
4.3514,0.5567
4.4438,0.5639
4.5183,0.5699
4.6297,0.5785
4.7217,0.5823
4.8365,0.5811
4.913,0.5758
5.013,0.5637
5.1001,0.5505
5.2175,0.5309
5.2844,0.5185
5.3913,0.4992
5.4801,0.4832
5.5663,0.4696
5.6762,0.4593
5.7804,0.4603
5.9232,0.4746
6.0177,0.495
6.0924,0.5191
6.2036,0.5653
6.2937,0.613
6.3626,0.6598
6.4465,0.7313
6.5111,0.7991
6.5779,0.8791
6.6275,0.9445
6.6844,1.0255
6.7414,1.1126
6.7941,1.2045
6.8389,1.2885
6.8763,1.3613
6.9175,1.4509
6.9454,1.5202
6.9793,1.6219
7.0027,1.7192
7.0175,1.8166
7.0235,1.9047
7.0231,1.983
7.0127,2.0917
6.9914,2.1822
6.9575,2.2794
6.916,2.3711
6.8678,2.4575
6.8173,2.533
6.7563,2.6106
6.6877,2.6842
6.6272,2.7398
6.549,2.8006
6.4805,2.8453
6.399,2.8891
6.3228,2.9221
6.2193,2.9557
6.1202,2.9754
6.04,2.9823
5.9314,2.983
5.8422,2.9799
5.7499,2.9718
5.6497,2.9585
5.5615,2.9464
5.4512,2.9295
5.3562,2.9153
5.2751,2.9059
5.1892,2.8987
5.0737,2.89
4.9922,2.8855
4.9004,2.8819
4.813,2.878
4.7113,2.8761
4.6012,2.8763
4.4997,2.8857
4.4054,2.9034
4.306,2.9319
4.2194,2.9688
4.1154,3.0305
4.0589,3.072
3.9856,3.1365
3.9044,3.2297
3.8611,3.2944
3.8106,3.3887
3.7743,3.4862
3.7514,3.5769
3.7356,3.6669
3.7195,3.7866
3.7036,3.8897
3.6886,3.9738
3.6658,4.071
3.634,4.173
3.5958,4.2648
3.5502,4.3506
3.49,4.4442
3.4332,4.5131
3.3634,4.5832
3.2717,4.67
3.1987,4.7308
3.1191,4.786
3.0322,4.8358
2.9333,4.8772
2.8382,4.9057
