episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status
0,1.0,2.5500043185556014,0.6924711314114924,2.0494763925858783,0.0,4.0,11,1.0,False,True,-2.0370880482869893,69,17.671677230923088,1600472914.170252,in_progress
0,2.0,2.5518868744656733,0.6930195802837733,2.1864573918876196,0.0,4.0,11,1.0,False,True,-2.026433983929337,69,17.671677230923088,1600472914.1859682,in_progress
0,3.0,2.5532601835031037,0.693513374921557,2.3398241150484727,9.999999999999998,1.3333333333333333,12,1.0,False,True,-2.0186617421221342,69,17.671677230923088,1600472914.2415144,in_progress
0,4.0,2.5603746020718257,0.694005677573382,2.6619815012525767,0.0,4.0,11,1.0,False,True,-1.9784018730457262,69,17.671677230923088,1600472914.3013353,in_progress
0,5.0,2.5740715014692563,0.6935791208951805,2.3796703003448396,9.999999999999998,1.3333333333333333,12,1.0,False,True,-1.9008951041906386,69,17.671677230923088,1600472914.377645,in_progress
0,6.0,2.5981419641295296,0.6898798248013209,1.2016406266978663,0.0,4.0,11,1.0,False,True,-1.7646933261972464,69,17.671677230923088,1600472914.439274,in_progress
0,7.0,2.627349389469597,0.6888673606973876,0.8566069469174491,0.0,4.0,11,1.0,False,True,-1.5994172116175775,69,17.671677230923088,1600472914.5097926,in_progress
0,8.0,2.6684249055760985,0.6894160351570358,0.8280943774695981,0.0,4.0,11,1.0,False,True,-1.3669791181592927,69,17.671677230923088,1600472914.579129,in_progress
0,9.0,2.7232350184501555,0.6905339170017977,0.8695067852734322,0.0,4.0,11,1.0,False,True,-1.0568189205271636,69,17.671677230923088,1600472914.6444113,in_progress
0,10.0,2.785794127862302,0.6925129906182349,1.0149329379076113,0.0,4.0,11,1.0,False,True,-0.7028071754410803,69,17.671677230923088,1600472914.7045183,in_progress
0,11.0,2.844648064160194,0.6942979159679876,1.1944014822292377,0.0,4.0,11,1.0,False,True,-0.36976255327626006,70,17.671677230923088,1600472914.7709696,in_progress
0,12.0,2.9360721003695525,0.6996007146294716,1.9488891745922896,0.0,4.0,11,1.0,False,True,0.14759595758373167,0,17.671677230923088,1600472914.846635,in_progress
0,13.0,3.0556711882009373,0.7112138387916019,3.453879520162654,-30.0,1.3333333333333333,0,1.0,False,True,0.8244034299228354,0,17.671677230923088,1600472914.912541,in_progress
0,14.0,3.14750706946823,0.7231107048014899,5.101384613857807,-10.000000000000004,1.3333333333333333,6,1.0,False,True,1.344105818308995,1,17.671677230923088,1600472914.9788632,in_progress
0,15.0,3.2472042122330165,0.7382734171718327,6.3903163927022595,-10.000000000000004,1.3333333333333333,6,1.0,False,True,1.90829990073396,1,17.671677230923088,1600472915.0482724,in_progress
0,16.0,3.334102007703423,0.7538163202440064,7.642355003740493,-10.000000000000004,1.3333333333333333,6,0.5,False,True,2.40006616327795,1,17.671677230923088,1600472915.1062913,in_progress
0,17.0,3.41402400906237,0.7706612244073148,8.985870709894671,-10.000000000000004,1.3333333333333333,6,0.5,False,True,2.8523606309425307,2,17.671677230923088,1600472915.182927,in_progress
0,18.0,3.5098294608264027,0.7892303097242998,9.679287703420597,-10.000000000000004,1.3333333333333333,6,0.5,False,True,3.3945394123201154,2,17.671677230923088,1600472915.240757,in_progress
0,19.0,3.5899998618931264,0.802540220568288,9.591800565426142,-10.000000000000004,1.3333333333333333,6,0.5,False,True,3.8482323657999937,3,17.671677230923088,1600472915.3162532,in_progress
0,20.0,3.695674835867853,0.818974548503533,9.238245784634282,-10.000000000000004,1.3333333333333333,6,0.5,False,True,4.4462562050953105,3,17.671677230923088,1600472915.380889,in_progress
0,21.0,3.788512795324946,0.8257585777149535,7.477986813980092,-10.000000000000004,1.3333333333333333,6,0.5,False,True,4.971618781966616,3,17.671677230923088,1600472915.4482458,in_progress
0,22.0,3.8757232090996534,0.8317067190016414,6.266884470430918,-10.000000000000004,1.3333333333333333,6,0.5,False,True,5.465134669433177,3,17.671677230923088,1600472915.5176606,in_progress
0,23.0,3.954460931910984,0.8331070449391252,4.704439487162236,-10.000000000000004,1.3333333333333333,6,0.5,False,True,5.910696329370347,4,17.671677230923088,1600472915.5810676,in_progress
0,24.0,4.052493075733451,0.8299643735077417,2.33603120971729,0.0,4.0,11,0.5,False,True,6.465431529333205,4,17.671677230923088,1600472915.6453414,in_progress
0,25.0,4.14411486239594,0.8252621622127164,0.47195093602314336,0.0,4.0,11,0.5,False,True,6.9838888241695045,4,17.671677230923088,1600472915.7133722,in_progress
0,26.0,4.264864381687484,0.8145007878362089,-2.1479810685177227,0.0,1.3333333333333333,9,0.5,False,True,7.667161060907976,4,17.671677230923088,1600472915.7809942,in_progress
0,27.0,4.379943588780492,0.8005761376029445,-4.54660555965985,0.0,1.3333333333333333,9,0.5,False,True,8.318339893822015,5,17.671677230923088,1600472915.8467755,in_progress
0,28.0,4.484390718465633,0.7883877306941162,-5.31719599935616,-30.0,1.3333333333333333,0,0.5,False,True,8.909357736544882,5,17.671677230923088,1600472915.919306,in_progress
0,29.0,4.5759657067453645,0.7721886574105193,-7.008280250789932,30.0,1.3333333333333333,18,0.5,False,True,9.427526951123676,6,17.671677230923088,1600472915.9806743,in_progress
0,30.0,4.664306805677089,0.751207404089057,-9.157704546598545,9.999999999999998,1.3333333333333333,12,0.5,False,True,9.927386648319134,6,17.671677230923088,1600472916.043008,in_progress
0,31.0,4.7423334985903605,0.7367304255173013,-9.585619081112764,0.0,4.0,11,1.0,False,True,10.368892631338378,6,17.671677230923088,1600472916.11563,in_progress
